year, month, day,    SST,   SSTA,     HS,    DHW, BAA
2000, 1, 1,  29.24,   0.60,   0.34,   0.00,   1
2000, 1, 2,  29.49,   0.84,   0.59,   0.00,   1
2000, 1, 3,  29.44,   0.79,   0.54,   0.00,   1
2000, 1, 4,  29.27,   0.61,   0.37,   0.00,   1
2000, 1, 5,  28.82,   0.15,  -0.08,   0.00,   0
2000, 1, 6,  28.74,   0.07,  -0.16,   0.00,   0
2000, 1, 7,  28.96,   0.28,   0.06,   0.00,   1
2000, 1, 8,  29.15,   0.47,   0.25,   0.00,   1
2000, 1, 9,  29.21,   0.52,   0.31,   0.00,   1
2000, 1,10,  29.20,   0.50,   0.30,   0.00,   1
2000, 1,11,  29.38,   0.68,   0.48,   0.00,   1
2000, 1,12,  29.25,   0.54,   0.35,   0.00,   1
2000, 1,13,  29.18,   0.46,   0.28,   0.00,   1
2000, 1,14,  29.12,   0.40,   0.22,   0.00,   1
2000, 1,15,  29.07,   0.34,   0.17,   0.00,   1
2000, 1,16,  29.12,   0.38,   0.22,   0.00,   1
2000, 1,17,  29.20,   0.46,   0.30,   0.00,   1
2000, 1,18,  29.22,   0.47,   0.32,   0.00,   1
2000, 1,19,  29.18,   0.43,   0.28,   0.00,   1
2000, 1,20,  29.13,   0.37,   0.23,   0.00,   1
2000, 1,21,  29.07,   0.31,   0.17,   0.00,   1
2000, 1,22,  29.00,   0.23,   0.10,   0.00,   1
2000, 1,23,  29.10,   0.33,   0.20,   0.00,   1
2000, 1,24,  29.04,   0.26,   0.14,   0.00,   1
2000, 1,25,  29.05,   0.27,   0.15,   0.00,   1
2000, 1,26,  28.95,   0.16,   0.05,   0.00,   1
2000, 1,27,  28.98,   0.18,   0.08,   0.00,   1
2000, 1,28,  28.85,   0.05,  -0.05,   0.00,   0
2000, 1,29,  29.16,   0.35,   0.26,   0.00,   1
2000, 1,30,  29.13,   0.32,   0.23,   0.00,   1
2000, 1,31,  29.10,   0.28,   0.20,   0.00,   1
2000, 2, 1,  29.26,   0.44,   0.36,   0.00,   1
2000, 2, 2,  29.36,   0.53,   0.46,   0.00,   1
2000, 2, 3,  29.53,   0.70,   0.63,   0.00,   1
2000, 2, 4,  29.43,   0.59,   0.53,   0.00,   1
2000, 2, 5,  29.23,   0.38,   0.33,   0.00,   1
2000, 2, 6,  29.06,   0.21,   0.16,   0.00,   1
2000, 2, 7,  29.13,   0.27,   0.23,   0.00,   1
2000, 2, 8,  29.23,   0.37,   0.33,   0.00,   1
2000, 2, 9,  29.28,   0.41,   0.38,   0.00,   1
2000, 2,10,  28.91,   0.04,   0.01,   0.00,   1
2000, 2,11,  28.96,   0.08,   0.06,   0.00,   1
2000, 2,12,  29.05,   0.17,   0.15,   0.00,   1
2000, 2,13,  29.07,   0.18,   0.17,   0.00,   1
2000, 2,14,  29.11,   0.22,   0.21,   0.00,   1
2000, 2,15,  29.27,   0.37,   0.37,   0.00,   1
2000, 2,16,  29.19,   0.29,   0.29,   0.00,   1
2000, 2,17,  29.24,   0.34,   0.34,   0.00,   1
2000, 2,18,  29.23,   0.34,   0.33,   0.00,   1
2000, 2,19,  29.28,   0.39,   0.38,   0.00,   1
2000, 2,20,  29.27,   0.38,   0.37,   0.00,   1
2000, 2,21,  29.29,   0.40,   0.39,   0.00,   1
2000, 2,22,  29.44,   0.55,   0.54,   0.00,   1
2000, 2,23,  29.26,   0.37,   0.36,   0.00,   1
2000, 2,24,  29.08,   0.20,   0.18,   0.00,   1
2000, 2,25,  28.89,   0.01,  -0.01,   0.00,   0
2000, 2,26,  28.88,  -0.00,  -0.02,   0.00,   0
2000, 2,27,  28.71,  -0.17,  -0.19,   0.00,   0
2000, 2,28,  29.05,   0.17,   0.15,   0.00,   1
2000, 2,29,  29.14,   0.26,   0.24,   0.00,   1
2000, 3, 1,  29.34,   0.47,   0.44,   0.00,   1
2000, 3, 2,  29.44,   0.57,   0.54,   0.00,   1
2000, 3, 3,  29.34,   0.47,   0.44,   0.00,   1
2000, 3, 4,  29.29,   0.42,   0.39,   0.00,   1
2000, 3, 5,  29.09,   0.22,   0.19,   0.00,   1
2000, 3, 6,  28.84,  -0.03,  -0.06,   0.00,   0
2000, 3, 7,  28.69,  -0.17,  -0.21,   0.00,   0
2000, 3, 8,  28.50,  -0.36,  -0.40,   0.00,   0
2000, 3, 9,  28.50,  -0.36,  -0.40,   0.00,   0
2000, 3,10,  28.55,  -0.31,  -0.35,   0.00,   0
2000, 3,11,  28.61,  -0.25,  -0.29,   0.00,   0
2000, 3,12,  29.08,   0.22,   0.18,   0.00,   1
2000, 3,13,  29.13,   0.28,   0.23,   0.00,   1
2000, 3,14,  29.28,   0.43,   0.38,   0.00,   1
2000, 3,15,  29.52,   0.67,   0.62,   0.00,   1
2000, 3,16,  29.57,   0.72,   0.67,   0.00,   1
2000, 3,17,  29.53,   0.68,   0.63,   0.00,   1
2000, 3,18,  29.36,   0.51,   0.46,   0.00,   1
2000, 3,19,  29.40,   0.54,   0.50,   0.00,   1
2000, 3,20,  28.39,  -0.47,  -0.51,   0.00,   0
2000, 3,21,  28.94,   0.08,   0.04,   0.00,   1
2000, 3,22,  29.04,   0.18,   0.14,   0.00,   1
2000, 3,23,  29.18,   0.32,   0.28,   0.00,   1
2000, 3,24,  29.09,   0.23,   0.19,   0.00,   1
2000, 3,25,  29.27,   0.40,   0.37,   0.00,   1
2000, 3,26,  29.26,   0.39,   0.36,   0.00,   1
2000, 3,27,  29.30,   0.43,   0.40,   0.00,   1
2000, 3,28,  29.41,   0.54,   0.51,   0.00,   1
2000, 3,29,  28.99,   0.12,   0.09,   0.00,   1
2000, 3,30,  29.00,   0.13,   0.10,   0.00,   1
2000, 3,31,  29.10,   0.22,   0.20,   0.00,   1
2000, 4, 1,  29.30,   0.42,   0.40,   0.00,   1
2000, 4, 2,  29.31,   0.43,   0.41,   0.00,   1
2000, 4, 3,  29.27,   0.39,   0.37,   0.00,   1
2000, 4, 4,  29.30,   0.42,   0.40,   0.00,   1
2000, 4, 5,  29.41,   0.53,   0.51,   0.00,   1
2000, 4, 6,  29.28,   0.39,   0.38,   0.00,   1
2000, 4, 7,  29.00,   0.11,   0.10,   0.00,   1
2000, 4, 8,  28.88,  -0.01,  -0.02,   0.00,   0
2000, 4, 9,  28.94,   0.05,   0.04,   0.00,   1
2000, 4,10,  29.00,   0.11,   0.10,   0.00,   1
2000, 4,11,  29.00,   0.11,   0.10,   0.00,   1
2000, 4,12,  29.03,   0.13,   0.13,   0.00,   1
2000, 4,13,  29.00,   0.10,   0.10,   0.00,   1
2000, 4,14,  28.96,   0.06,   0.06,   0.00,   1
2000, 4,15,  28.51,  -0.39,  -0.39,   0.00,   0
2000, 4,16,  28.82,  -0.07,  -0.08,   0.00,   0
2000, 4,17,  29.33,   0.46,   0.43,   0.00,   1
2000, 4,18,  29.50,   0.64,   0.60,   0.00,   1
2000, 4,19,  29.41,   0.57,   0.51,   0.00,   1
2000, 4,20,  29.51,   0.68,   0.61,   0.00,   1
2000, 4,21,  29.26,   0.45,   0.36,   0.00,   1
2000, 4,22,  29.22,   0.42,   0.32,   0.00,   1
2000, 4,23,  29.15,   0.36,   0.25,   0.00,   1
2000, 4,24,  28.94,   0.17,   0.04,   0.00,   1
2000, 4,25,  29.21,   0.45,   0.31,   0.00,   1
2000, 4,26,  29.31,   0.57,   0.41,   0.00,   1
2000, 4,27,  29.41,   0.68,   0.51,   0.00,   1
2000, 4,28,  29.32,   0.61,   0.42,   0.00,   1
2000, 4,29,  29.51,   0.81,   0.61,   0.00,   1
2000, 4,30,  29.37,   0.68,   0.47,   0.00,   1
2000, 5, 1,  29.41,   0.74,   0.51,   0.00,   1
2000, 5, 2,  29.54,   0.88,   0.64,   0.00,   1
2000, 5, 3,  29.48,   0.84,   0.58,   0.00,   1
2000, 5, 4,  29.34,   0.71,   0.44,   0.00,   1
2000, 5, 5,  29.35,   0.74,   0.45,   0.00,   1
2000, 5, 6,  29.15,   0.55,   0.25,   0.00,   1
2000, 5, 7,  29.09,   0.51,   0.19,   0.00,   1
2000, 5, 8,  28.87,   0.30,  -0.03,   0.00,   0
2000, 5, 9,  28.85,   0.29,  -0.05,   0.00,   0
2000, 5,10,  28.98,   0.44,   0.08,   0.00,   1
2000, 5,11,  28.98,   0.45,   0.08,   0.00,   1
2000, 5,12,  28.92,   0.41,   0.02,   0.00,   1
2000, 5,13,  28.96,   0.46,   0.06,   0.00,   1
2000, 5,14,  28.87,   0.39,  -0.03,   0.00,   0
2000, 5,15,  29.08,   0.61,   0.18,   0.00,   1
2000, 5,16,  29.09,   0.63,   0.19,   0.00,   1
2000, 5,17,  29.05,   0.61,   0.15,   0.00,   1
2000, 5,18,  28.76,   0.33,  -0.14,   0.00,   0
2000, 5,19,  28.72,   0.30,  -0.18,   0.00,   0
2000, 5,20,  28.78,   0.37,  -0.12,   0.00,   0
2000, 5,21,  28.81,   0.42,  -0.09,   0.00,   0
2000, 5,22,  28.79,   0.41,  -0.11,   0.00,   0
2000, 5,23,  28.70,   0.33,  -0.20,   0.00,   0
2000, 5,24,  28.50,   0.15,  -0.40,   0.00,   0
2000, 5,25,  28.63,   0.29,  -0.27,   0.00,   0
2000, 5,26,  28.71,   0.38,  -0.19,   0.00,   0
2000, 5,27,  28.69,   0.37,  -0.21,   0.00,   0
2000, 5,28,  28.42,   0.12,  -0.48,   0.00,   0
2000, 5,29,  28.59,   0.30,  -0.31,   0.00,   0
2000, 5,30,  28.72,   0.44,  -0.18,   0.00,   0
2000, 5,31,  28.73,   0.47,  -0.17,   0.00,   0
2000, 6, 1,  28.81,   0.56,  -0.09,   0.00,   0
2000, 6, 2,  28.74,   0.50,  -0.16,   0.00,   0
2000, 6, 3,  28.59,   0.37,  -0.31,   0.00,   0
2000, 6, 4,  28.40,   0.19,  -0.50,   0.00,   0
2000, 6, 5,  28.40,   0.20,  -0.50,   0.00,   0
2000, 6, 6,  28.39,   0.20,  -0.51,   0.00,   0
2000, 6, 7,  28.29,   0.12,  -0.61,   0.00,   0
2000, 6, 8,  28.21,   0.05,  -0.69,   0.00,   0
2000, 6, 9,  28.01,  -0.14,  -0.89,   0.00,   0
2000, 6,10,  28.03,  -0.10,  -0.87,   0.00,   0
2000, 6,11,  28.21,   0.09,  -0.69,   0.00,   0
2000, 6,12,  28.26,   0.15,  -0.64,   0.00,   0
2000, 6,13,  28.27,   0.17,  -0.63,   0.00,   0
2000, 6,14,  28.35,   0.27,  -0.55,   0.00,   0
2000, 6,15,  28.25,   0.18,  -0.65,   0.00,   0
2000, 6,16,  28.28,   0.23,  -0.62,   0.00,   0
2000, 6,17,  28.26,   0.23,  -0.64,   0.00,   0
2000, 6,18,  28.26,   0.25,  -0.64,   0.00,   0
2000, 6,19,  28.19,   0.20,  -0.71,   0.00,   0
2000, 6,20,  27.96,  -0.01,  -0.94,   0.00,   0
2000, 6,21,  28.35,   0.41,  -0.55,   0.00,   0
2000, 6,22,  28.19,   0.27,  -0.71,   0.00,   0
2000, 6,23,  28.14,   0.24,  -0.76,   0.00,   0
2000, 6,24,  28.13,   0.25,  -0.77,   0.00,   0
2000, 6,25,  27.94,   0.08,  -0.96,   0.00,   0
2000, 6,26,  27.84,   0.00,  -1.06,   0.00,   0
2000, 6,27,  27.87,   0.05,  -1.03,   0.00,   0
2000, 6,28,  27.55,  -0.25,  -1.35,   0.00,   0
2000, 6,29,  27.49,  -0.29,  -1.41,   0.00,   0
2000, 6,30,  27.46,  -0.30,  -1.44,   0.00,   0
2000, 7, 1,  27.41,  -0.32,  -1.49,   0.00,   0
2000, 7, 2,  27.99,   0.28,  -0.91,   0.00,   0
2000, 7, 3,  28.04,   0.35,  -0.86,   0.00,   0
2000, 7, 4,  28.13,   0.46,  -0.77,   0.00,   0
2000, 7, 5,  28.01,   0.36,  -0.89,   0.00,   0
2000, 7, 6,  27.94,   0.31,  -0.96,   0.00,   0
2000, 7, 7,  27.67,   0.06,  -1.23,   0.00,   0
2000, 7, 8,  27.90,   0.31,  -1.00,   0.00,   0
2000, 7, 9,  27.87,   0.30,  -1.03,   0.00,   0
2000, 7,10,  27.82,   0.28,  -1.08,   0.00,   0
2000, 7,11,  27.70,   0.18,  -1.20,   0.00,   0
2000, 7,12,  27.76,   0.26,  -1.14,   0.00,   0
2000, 7,13,  27.65,   0.17,  -1.25,   0.00,   0
2000, 7,14,  27.63,   0.17,  -1.27,   0.00,   0
2000, 7,15,  27.68,   0.24,  -1.22,   0.00,   0
2000, 7,16,  27.78,   0.35,  -1.12,   0.00,   0
2000, 7,17,  27.80,   0.37,  -1.10,   0.00,   0
2000, 7,18,  27.69,   0.27,  -1.21,   0.00,   0
2000, 7,19,  27.47,   0.06,  -1.43,   0.00,   0
2000, 7,20,  27.61,   0.20,  -1.29,   0.00,   0
2000, 7,21,  27.27,  -0.13,  -1.63,   0.00,   0
2000, 7,22,  27.42,   0.03,  -1.48,   0.00,   0
2000, 7,23,  27.22,  -0.17,  -1.68,   0.00,   0
2000, 7,24,  27.58,   0.20,  -1.32,   0.00,   0
2000, 7,25,  27.59,   0.22,  -1.31,   0.00,   0
2000, 7,26,  27.55,   0.18,  -1.35,   0.00,   0
2000, 7,27,  27.41,   0.05,  -1.49,   0.00,   0
2000, 7,28,  27.41,   0.06,  -1.49,   0.00,   0
2000, 7,29,  27.27,  -0.08,  -1.63,   0.00,   0
2000, 7,30,  27.15,  -0.19,  -1.75,   0.00,   0
2000, 7,31,  27.08,  -0.25,  -1.82,   0.00,   0
2000, 8, 1,  27.10,  -0.22,  -1.80,   0.00,   0
2000, 8, 2,  27.09,  -0.23,  -1.81,   0.00,   0
2000, 8, 3,  27.15,  -0.16,  -1.75,   0.00,   0
2000, 8, 4,  27.19,  -0.11,  -1.71,   0.00,   0
2000, 8, 5,  27.00,  -0.30,  -1.90,   0.00,   0
2000, 8, 6,  27.07,  -0.22,  -1.83,   0.00,   0
2000, 8, 7,  27.36,   0.08,  -1.54,   0.00,   0
2000, 8, 8,  27.43,   0.15,  -1.47,   0.00,   0
2000, 8, 9,  27.24,  -0.03,  -1.66,   0.00,   0
2000, 8,10,  27.27,   0.01,  -1.63,   0.00,   0
2000, 8,11,  26.92,  -0.34,  -1.98,   0.00,   0
2000, 8,12,  27.36,   0.11,  -1.54,   0.00,   0
2000, 8,13,  27.28,   0.04,  -1.62,   0.00,   0
2000, 8,14,  27.27,   0.03,  -1.63,   0.00,   0
2000, 8,15,  27.19,  -0.04,  -1.71,   0.00,   0
2000, 8,16,  27.12,  -0.12,  -1.78,   0.00,   0
2000, 8,17,  27.41,   0.16,  -1.49,   0.00,   0
2000, 8,18,  27.53,   0.27,  -1.37,   0.00,   0
2000, 8,19,  27.59,   0.33,  -1.31,   0.00,   0
2000, 8,20,  27.49,   0.22,  -1.41,   0.00,   0
2000, 8,21,  27.31,   0.03,  -1.59,   0.00,   0
2000, 8,22,  27.36,   0.07,  -1.54,   0.00,   0
2000, 8,23,  27.40,   0.10,  -1.50,   0.00,   0
2000, 8,24,  27.33,   0.02,  -1.57,   0.00,   0
2000, 8,25,  27.42,   0.11,  -1.48,   0.00,   0
2000, 8,26,  27.23,  -0.09,  -1.67,   0.00,   0
2000, 8,27,  27.15,  -0.18,  -1.75,   0.00,   0
2000, 8,28,  27.43,   0.09,  -1.47,   0.00,   0
2000, 8,29,  27.47,   0.12,  -1.43,   0.00,   0
2000, 8,30,  27.69,   0.33,  -1.21,   0.00,   0
2000, 8,31,  27.79,   0.43,  -1.11,   0.00,   0
2000, 9, 1,  27.91,   0.54,  -0.99,   0.00,   0
2000, 9, 2,  27.74,   0.36,  -1.16,   0.00,   0
2000, 9, 3,  27.79,   0.40,  -1.11,   0.00,   0
2000, 9, 4,  27.85,   0.45,  -1.05,   0.00,   0
2000, 9, 5,  28.04,   0.63,  -0.86,   0.00,   0
2000, 9, 6,  28.14,   0.73,  -0.76,   0.00,   0
2000, 9, 7,  27.96,   0.54,  -0.94,   0.00,   0
2000, 9, 8,  27.80,   0.37,  -1.10,   0.00,   0
2000, 9, 9,  27.80,   0.36,  -1.10,   0.00,   0
2000, 9,10,  27.68,   0.23,  -1.22,   0.00,   0
2000, 9,11,  27.67,   0.21,  -1.23,   0.00,   0
2000, 9,12,  27.46,  -0.00,  -1.44,   0.00,   0
2000, 9,13,  27.45,  -0.02,  -1.45,   0.00,   0
2000, 9,14,  27.56,   0.08,  -1.34,   0.00,   0
2000, 9,15,  27.64,   0.15,  -1.26,   0.00,   0
2000, 9,16,  27.82,   0.32,  -1.08,   0.00,   0
2000, 9,17,  27.81,   0.30,  -1.09,   0.00,   0
2000, 9,18,  27.71,   0.19,  -1.19,   0.00,   0
2000, 9,19,  27.77,   0.24,  -1.13,   0.00,   0
2000, 9,20,  27.65,   0.11,  -1.25,   0.00,   0
2000, 9,21,  27.78,   0.23,  -1.12,   0.00,   0
2000, 9,22,  28.01,   0.45,  -0.89,   0.00,   0
2000, 9,23,  28.07,   0.50,  -0.83,   0.00,   0
2000, 9,24,  27.94,   0.36,  -0.96,   0.00,   0
2000, 9,25,  27.55,  -0.04,  -1.35,   0.00,   0
2000, 9,26,  27.80,   0.20,  -1.10,   0.00,   0
2000, 9,27,  28.07,   0.46,  -0.83,   0.00,   0
2000, 9,28,  28.17,   0.55,  -0.73,   0.00,   0
2000, 9,29,  28.21,   0.58,  -0.69,   0.00,   0
2000, 9,30,  28.24,   0.60,  -0.66,   0.00,   0
2000,10, 1,  28.23,   0.58,  -0.67,   0.00,   0
2000,10, 2,  27.96,   0.30,  -0.94,   0.00,   0
2000,10, 3,  28.13,   0.46,  -0.77,   0.00,   0
2000,10, 4,  27.93,   0.25,  -0.97,   0.00,   0
2000,10, 5,  27.97,   0.28,  -0.93,   0.00,   0
2000,10, 6,  27.93,   0.23,  -0.97,   0.00,   0
2000,10, 7,  28.04,   0.33,  -0.86,   0.00,   0
2000,10, 8,  28.15,   0.43,  -0.75,   0.00,   0
2000,10, 9,  28.10,   0.37,  -0.80,   0.00,   0
2000,10,10,  27.85,   0.11,  -1.05,   0.00,   0
2000,10,11,  28.20,   0.45,  -0.70,   0.00,   0
2000,10,12,  28.22,   0.46,  -0.68,   0.00,   0
2000,10,13,  28.24,   0.47,  -0.66,   0.00,   0
2000,10,14,  28.27,   0.49,  -0.63,   0.00,   0
2000,10,15,  28.12,   0.33,  -0.78,   0.00,   0
2000,10,16,  27.99,   0.18,  -0.91,   0.00,   0
2000,10,17,  27.82,  -0.00,  -1.08,   0.00,   0
2000,10,18,  27.92,   0.08,  -0.98,   0.00,   0
2000,10,19,  27.96,   0.11,  -0.94,   0.00,   0
2000,10,20,  27.97,   0.10,  -0.93,   0.00,   0
2000,10,21,  27.83,  -0.05,  -1.07,   0.00,   0
2000,10,22,  27.74,  -0.16,  -1.16,   0.00,   0
2000,10,23,  28.20,   0.29,  -0.70,   0.00,   0
2000,10,24,  28.42,   0.49,  -0.48,   0.00,   0
2000,10,25,  28.55,   0.61,  -0.35,   0.00,   0
2000,10,26,  28.56,   0.60,  -0.34,   0.00,   0
2000,10,27,  28.48,   0.50,  -0.42,   0.00,   0
2000,10,28,  28.32,   0.33,  -0.58,   0.00,   0
2000,10,29,  28.07,   0.06,  -0.83,   0.00,   0
2000,10,30,  28.09,   0.07,  -0.81,   0.00,   0
2000,10,31,  28.29,   0.25,  -0.61,   0.00,   0
2000,11, 1,  28.35,   0.30,  -0.55,   0.00,   0
2000,11, 2,  28.26,   0.19,  -0.64,   0.00,   0
2000,11, 3,  28.22,   0.14,  -0.68,   0.00,   0
2000,11, 4,  28.23,   0.13,  -0.67,   0.00,   0
2000,11, 5,  28.32,   0.20,  -0.58,   0.00,   0
2000,11, 6,  28.65,   0.52,  -0.25,   0.00,   0
2000,11, 7,  28.65,   0.50,  -0.25,   0.00,   0
2000,11, 8,  28.66,   0.50,  -0.24,   0.00,   0
2000,11, 9,  28.52,   0.34,  -0.38,   0.00,   0
2000,11,10,  28.52,   0.33,  -0.38,   0.00,   0
2000,11,11,  28.59,   0.38,  -0.31,   0.00,   0
2000,11,12,  28.71,   0.49,  -0.19,   0.00,   0
2000,11,13,  28.72,   0.48,  -0.18,   0.00,   0
2000,11,14,  28.59,   0.34,  -0.31,   0.00,   0
2000,11,15,  28.44,   0.17,  -0.46,   0.00,   0
2000,11,16,  28.46,   0.18,  -0.44,   0.00,   0
2000,11,17,  28.58,   0.29,  -0.32,   0.00,   0
2000,11,18,  28.44,   0.14,  -0.46,   0.00,   0
2000,11,19,  28.24,  -0.06,  -0.66,   0.00,   0
2000,11,20,  28.45,   0.14,  -0.45,   0.00,   0
2000,11,21,  28.53,   0.21,  -0.37,   0.00,   0
2000,11,22,  28.63,   0.30,  -0.27,   0.00,   0
2000,11,23,  28.74,   0.40,  -0.16,   0.00,   0
2000,11,24,  28.83,   0.48,  -0.07,   0.00,   0
2000,11,25,  28.70,   0.34,  -0.20,   0.00,   0
2000,11,26,  28.68,   0.31,  -0.22,   0.00,   0
2000,11,27,  28.34,  -0.03,  -0.56,   0.00,   0
2000,11,28,  28.05,  -0.33,  -0.85,   0.00,   0
2000,11,29,  27.97,  -0.42,  -0.93,   0.00,   0
2000,11,30,  28.89,   0.49,  -0.01,   0.00,   0
2000,12, 1,  28.85,   0.44,  -0.05,   0.00,   0
2000,12, 2,  28.81,   0.39,  -0.09,   0.00,   0
2000,12, 3,  28.71,   0.28,  -0.19,   0.00,   0
2000,12, 4,  28.71,   0.28,  -0.19,   0.00,   0
2000,12, 5,  28.52,   0.08,  -0.38,   0.00,   0
2000,12, 6,  28.64,   0.19,  -0.26,   0.00,   0
2000,12, 7,  28.79,   0.33,  -0.11,   0.00,   0
2000,12, 8,  29.08,   0.61,   0.18,   0.00,   1
2000,12, 9,  29.01,   0.53,   0.11,   0.00,   1
2000,12,10,  29.14,   0.65,   0.24,   0.00,   1
2000,12,11,  29.42,   0.92,   0.52,   0.00,   1
2000,12,12,  29.44,   0.94,   0.54,   0.00,   1
2000,12,13,  29.34,   0.83,   0.44,   0.00,   1
2000,12,14,  29.20,   0.68,   0.30,   0.00,   1
2000,12,15,  29.11,   0.58,   0.21,   0.00,   1
2000,12,16,  28.92,   0.38,   0.02,   0.00,   1
2000,12,17,  28.97,   0.43,   0.07,   0.00,   1
2000,12,18,  28.94,   0.39,   0.04,   0.00,   1
2000,12,19,  28.95,   0.39,   0.05,   0.00,   1
2000,12,20,  29.78,   1.22,   0.88,   0.00,   1
2000,12,21,  29.76,   1.19,   0.86,   0.00,   1
2000,12,22,  29.72,   1.14,   0.82,   0.00,   1
2000,12,23,  28.61,   0.03,  -0.29,   0.00,   0
2000,12,24,  28.99,   0.40,   0.09,   0.00,   1
2000,12,25,  29.01,   0.42,   0.11,   0.00,   1
2000,12,26,  29.07,   0.47,   0.17,   0.00,   1
2000,12,27,  29.14,   0.53,   0.24,   0.00,   1
2000,12,28,  29.25,   0.64,   0.35,   0.00,   1
2000,12,29,  29.46,   0.84,   0.56,   0.00,   1
2000,12,30,  29.50,   0.87,   0.60,   0.00,   1
2000,12,31,  30.14,   1.51,   1.24,   0.18,   2
2001, 1, 1,  29.93,   1.29,   1.03,   0.32,   2
2001, 1, 2,  29.97,   1.32,   1.07,   0.48,   2
2001, 1, 3,  29.54,   0.89,   0.64,   0.48,   1
2001, 1, 4,  29.42,   0.76,   0.52,   0.48,   1
2001, 1, 5,  29.25,   0.58,   0.35,   0.48,   1
2001, 1, 6,  28.55,  -0.12,  -0.35,   0.48,   0
2001, 1, 7,  28.88,   0.20,  -0.02,   0.48,   0
2001, 1, 8,  29.15,   0.47,   0.25,   0.48,   1
2001, 1, 9,  28.92,   0.23,   0.02,   0.48,   1
2001, 1,10,  30.05,   1.35,   1.15,   0.64,   2
2001, 1,11,  29.80,   1.10,   0.90,   0.64,   1
2001, 1,12,  29.55,   0.84,   0.65,   0.64,   1
2001, 1,13,  28.92,   0.20,   0.02,   0.64,   1
2001, 1,14,  29.10,   0.38,   0.20,   0.64,   1
2001, 1,15,  29.38,   0.65,   0.48,   0.64,   1
2001, 1,16,  29.42,   0.68,   0.52,   0.64,   1
2001, 1,17,  29.31,   0.57,   0.41,   0.64,   1
2001, 1,18,  29.32,   0.57,   0.42,   0.64,   1
2001, 1,19,  29.67,   0.92,   0.77,   0.64,   1
2001, 1,20,  29.49,   0.73,   0.59,   0.64,   1
2001, 1,21,  29.45,   0.69,   0.55,   0.64,   1
2001, 1,22,  29.28,   0.51,   0.38,   0.64,   1
2001, 1,23,  29.22,   0.45,   0.32,   0.64,   1
2001, 1,24,  29.35,   0.57,   0.45,   0.64,   1
2001, 1,25,  29.09,   0.31,   0.19,   0.64,   1
2001, 1,26,  29.06,   0.27,   0.16,   0.64,   1
2001, 1,27,  29.07,   0.27,   0.17,   0.64,   1
2001, 1,28,  29.10,   0.30,   0.20,   0.64,   1
2001, 1,29,  29.11,   0.30,   0.21,   0.64,   1
2001, 1,30,  29.88,   1.07,   0.98,   0.64,   1
2001, 1,31,  29.79,   0.97,   0.89,   0.64,   1
2001, 2, 1,  29.81,   0.99,   0.91,   0.64,   1
2001, 2, 2,  29.77,   0.94,   0.87,   0.64,   1
2001, 2, 3,  29.84,   1.01,   0.94,   0.64,   1
2001, 2, 4,  29.93,   1.09,   1.03,   0.79,   2
2001, 2, 5,  29.74,   0.89,   0.84,   0.79,   1
2001, 2, 6,  29.69,   0.84,   0.79,   0.79,   1
2001, 2, 7,  29.62,   0.76,   0.72,   0.79,   1
2001, 2, 8,  29.51,   0.65,   0.61,   0.79,   1
2001, 2, 9,  29.27,   0.40,   0.37,   0.79,   1
2001, 2,10,  29.52,   0.65,   0.62,   0.79,   1
2001, 2,11,  29.48,   0.60,   0.58,   0.79,   1
2001, 2,12,  29.42,   0.54,   0.52,   0.79,   1
2001, 2,13,  29.30,   0.41,   0.40,   0.79,   1
2001, 2,14,  29.37,   0.48,   0.47,   0.79,   1
2001, 2,15,  29.12,   0.22,   0.22,   0.79,   1
2001, 2,16,  29.42,   0.52,   0.52,   0.79,   1
2001, 2,17,  29.20,   0.30,   0.30,   0.79,   1
2001, 2,18,  29.48,   0.59,   0.58,   0.79,   1
2001, 2,19,  29.76,   0.87,   0.86,   0.79,   1
2001, 2,20,  30.00,   1.11,   1.10,   0.95,   2
2001, 2,21,  29.88,   0.99,   0.98,   0.95,   1
2001, 2,22,  29.60,   0.71,   0.70,   0.95,   1
2001, 2,23,  29.43,   0.54,   0.53,   0.95,   1
2001, 2,24,  29.47,   0.59,   0.57,   0.95,   1
2001, 2,25,  29.42,   0.54,   0.52,   0.95,   1
2001, 2,26,  29.42,   0.54,   0.52,   0.95,   1
2001, 2,27,  29.43,   0.55,   0.53,   0.95,   1
2001, 2,28,  29.34,   0.46,   0.44,   0.95,   1
2001, 3, 1,  29.25,   0.38,   0.35,   0.95,   1
2001, 3, 2,  29.25,   0.38,   0.35,   0.95,   1
2001, 3, 3,  29.26,   0.39,   0.36,   0.95,   1
2001, 3, 4,  28.45,  -0.42,  -0.45,   0.95,   0
2001, 3, 5,  28.58,  -0.29,  -0.32,   0.95,   0
2001, 3, 6,  28.58,  -0.29,  -0.32,   0.95,   0
2001, 3, 7,  29.38,   0.52,   0.48,   0.95,   1
2001, 3, 8,  29.48,   0.62,   0.58,   0.95,   1
2001, 3, 9,  29.49,   0.63,   0.59,   0.95,   1
2001, 3,10,  29.12,   0.26,   0.22,   0.95,   1
2001, 3,11,  29.14,   0.28,   0.24,   0.95,   1
2001, 3,12,  29.13,   0.27,   0.23,   0.95,   1
2001, 3,13,  28.97,   0.12,   0.07,   0.95,   1
2001, 3,14,  29.07,   0.22,   0.17,   0.95,   1
2001, 3,15,  29.15,   0.30,   0.25,   0.95,   1
